# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = rlddm_single_subject_model
# start_datetime = 2025-09-24 07:19:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 100
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 12
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmp206dre7r/xcm0kywi.json
# init = 2 (Default)
# random
#   seed = 2026
# output
#   file = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmp206dre7r/rlddm_single_subjectlrlyt_e4/rlddm_single_subject-20250924031921_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = --filename-in-msg=rlddm_single_subject.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a,t0,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110,log_lik.111,log_lik.112,log_lik.113,log_lik.114,log_lik.115,log_lik.116,log_lik.117,log_lik.118,log_lik.119,log_lik.120,log_lik.121,log_lik.122,log_lik.123,log_lik.124,log_lik.125,log_lik.126,log_lik.127,log_lik.128,log_lik.129,log_lik.130,log_lik.131,log_lik.132,log_lik.133,log_lik.134,log_lik.135,log_lik.136,log_lik.137,log_lik.138,log_lik.139,log_lik.140,log_lik.141,log_lik.142,log_lik.143,log_lik.144,log_lik.145,log_lik.146,log_lik.147,log_lik.148,log_lik.149,log_lik.150,log_lik.151,log_lik.152,log_lik.153,log_lik.154,log_lik.155,log_lik.156,log_lik.157,log_lik.158,log_lik.159,log_lik.160,log_lik.161,log_lik.162,log_lik.163,log_lik.164,log_lik.165,log_lik.166,log_lik.167,log_lik.168,log_lik.169,log_lik.170,log_lik.171,log_lik.172,log_lik.173,log_lik.174,log_lik.175,log_lik.176,log_lik.177,log_lik.178,log_lik.179,log_lik.180,log_lik.181,log_lik.182,log_lik.183,log_lik.184,log_lik.185,log_lik.186,log_lik.187,log_lik.188,log_lik.189,log_lik.190,log_lik.191,log_lik.192,log_lik.193,log_lik.194,log_lik.195,log_lik.196,log_lik.197,log_lik.198,log_lik.199,log_lik.200,log_lik.201,log_lik.202,log_lik.203,log_lik.204,log_lik.205,log_lik.206,log_lik.207,log_lik.208,log_lik.209,log_lik.210,log_lik.211,log_lik.212,log_lik.213,log_lik.214,log_lik.215,log_lik.216,log_lik.217,log_lik.218,log_lik.219,log_lik.220,log_lik.221,log_lik.222,log_lik.223,log_lik.224,log_lik.225,log_lik.226,log_lik.227,log_lik.228,log_lik.229,log_lik.230,log_lik.231,log_lik.232,log_lik.233,log_lik.234,log_lik.235,log_lik.236,log_lik.237,log_lik.238,log_lik.239,log_lik.240,log_lik.241,log_lik.242,log_lik.243,log_lik.244,log_lik.245,log_lik.246,log_lik.247,log_lik.248,log_lik.249,log_lik.250,log_lik.251,log_lik.252,log_lik.253,log_lik.254,log_lik.255,log_lik.256,log_lik.257,log_lik.258,log_lik.259,log_lik.260,log_lik.261,log_lik.262,log_lik.263,log_lik.264,log_lik.265,log_lik.266,log_lik.267,log_lik.268,log_lik.269,log_lik.270,log_lik.271,log_lik.272,log_lik.273,log_lik.274,log_lik.275,log_lik.276,log_lik.277,log_lik.278,log_lik.279,log_lik.280,log_lik.281,log_lik.282,log_lik.283,log_lik.284,log_lik.285,log_lik.286,log_lik.287,log_lik.288,log_lik.289,log_lik.290,log_lik.291,log_lik.292
# Adaptation terminated
# Step size = 2.97244e-07
# Elements of inverse mass matrix:
# 1, 0, 0
# 0, 1, 0
# 0, 0, 1
-64.537196,1,2.9724373e-07,12,4095,0,65.281296,0.30623722,1.1960661,0.29869352,-0.1356414,0.40194962,-1.0527339,0.37407006,0.17681755,-0.1277524,0.23397257,0.21588346,0.29756755,0.14876355,-0.22526873,-0.64050566,0.18670401,0.22466205,0.059449776,-2.6082332,-0.38884216,0.31456261,0.044324456,0.18982691,-2.1001761,0.27166543,0.11898257,0.24373727,0.13632334,0.2683149,0.10693804,0.23240644,0.48971626,0.5013345,0.47873951,0.10003775,-0.10692496,-0.17737736,0.46534189,-0.066512456,-0.61613353,-0.14216055,-1.5108678,-0.25164803,-0.78042964,-0.049090745,-1.4130472,-2.6695263,-3.2112609,0.12815048,-0.20326916,-0.11402003,-0.094957724,0.4354751,0.34105937,0.25904998,0.16878124,0.38898067,0.3291092,-1.5359926,-1.1566053,0.17305612,0.35755111,-0.08656045,0.03563698,0.46598118,0.16402099,0.27881099,-0.034314355,0.21365876,0.031936178,-0.34591617,-0.22592964,0.30919705,-0.10266039,0.2771224,0.45106158,-0.30589007,0.19474202,0.33362141,0.43395786,0.19645143,-1.1046867,0.2403107,-0.041563692,-0.20618001,-0.4457913,-0.27637383,-0.18163831,-0.12172612,0.62160116,-0.57933011,0.1348445,0.33204198,0.49839648,0.24816519,-0.63153774,0.13893482,0.46536013,0.30858989,-0.17116379,-0.07551125,-0.17746739,-0.097485713,0.016006949,0.52623331,-0.24437316,-0.10396441,0.10830524,-0.28278405,-0.4128589,-0.44953896,-0.7093861,-0.032402128,-0.35059965,0.37191882,-0.29158778,0.22002553,0.12366976,0.021618578,0.14196184,0.052926575,-4.4145829,-0.2689842,0.011810421,-0.08268574,0.17940511,-0.3836274,-0.37517332,0.064444669,0.37587308,-0.42289748,0.49547548,0.25653523,0.20596566,-0.18508367,-0.11690385,-0.093214933,0.29130431,0.24265577,-0.16441261,-0.15305181,-0.29752114,0.037860364,-0.35936406,-1.0538093,-0.28128058,-0.10835015,-0.67998017,0.34390694,-0.12025185,-0.21963474,-0.46019927,0.42433357,0.10332174,0.11009209,-0.059860579,0.15025053,0.26975817,-0.039154914,-0.092973905,-0.52767594,-0.28368328,0.23303868,-0.22037337,0.22596655,0.06103809,0.41045898,-0.22968442,0.03343703,0.31130421,-0.15630238,-0.79639744,-0.58410126,0.38679374,0.032674322,0.3600461,-0.28477518,-0.2478585,-0.26530871,-4.2233394,-0.34947327,-0.40820972,0.38246749,-1.6206625,-0.47348345,-1.7783329,0.13167204,0.41579224,-1.0744997,0.3800734,-0.13238852,0.1040002,0.059528622,-0.09267535,0.44213825,0.13438871,0.57785602,-0.25724442,-0.65090713,0.30978258,0.055867035,0.52244813,0.24338562,-0.069003973,0.13870754,0.35192403,-0.49197469,-0.014466604,0.0814281,0.10531068,0.19915209,-1.3594087,0.068064619,0.12721595,-0.16777895,0.099890556,-0.8911833,0.22862449,-2.2454195,0.054482751,0.40028207,-0.099924171,0.50663399,0.34732699,0.4236124,0.48220711,0.23308002,0.25450063,0.1807919,0.27346684,0.31241607,-0.43051103,0.59248364,0.5673151,0.66522933,0.38735539,0.16789237,-0.59220168,0.097720078,0.11185288,0.069974712,-0.47194279,-0.18914823,-0.028395686,0.19353313,-0.43194306,-0.81829931,-0.42656316,-0.18222935,-0.1550452,-1.2099904,-2.2923087,-0.2176812,-0.85293787,-0.32071643,0.21801117,0.059485838,0.025773228,0.22030927,-0.89161926,-4.1686632,-0.54865925,-0.46003729,-3.3450458,-2.8018278,-2.9792916,-0.1986764,-0.29158562,-0.047479623,-0.18961929,-0.20285973,-0.34782181,-2.0297613,-0.27583438,-0.070278475,-0.10475647,-0.26343869,0.49354505,0.17515106,-1.3787479,0.41897508,0.089796056,-0.11194555,0.16727292,0.051942169,-0.71930324,-0.17053488,0.10389257,0.54674473,-0.035946893,-0.55993682,0.19987965,0.41865173,-0.40628527,-0.97501693
-64.523893,0.86491987,2.9724373e-07,12,4095,0,66.301702,0.30615582,1.1955556,0.29878772,-0.1358421,0.40221102,-1.0562492,0.37405965,0.1775411,-0.12744016,0.23460871,0.21677228,0.29792846,0.14883457,-0.22536895,-0.64085886,0.18710478,0.22535708,0.060132944,-2.6103392,-0.38921344,0.31492356,0.044537165,0.19059255,-2.1019037,0.27252366,0.11989611,0.24458418,0.1372877,0.2684966,0.10749672,0.2329875,0.48988155,0.50161191,0.47895527,0.099832335,-0.10612972,-0.17775065,0.4655737,-0.066743323,-0.61668565,-0.14250854,-1.5122037,-0.25184451,-0.78102534,-0.049279584,-1.4142496,-2.6720351,-3.2141394,0.12844589,-0.20318886,-0.11382616,-0.094610165,0.43582203,0.34114388,0.25922231,0.16934036,0.38896502,0.32897967,-1.5368363,-1.1570751,0.17348467,0.35784409,-0.086895242,0.035541599,0.46635843,0.16455231,0.27898606,-0.0343218,0.21428262,0.032840743,-0.34530076,-0.22513173,0.30956376,-0.10308271,0.27759476,0.45120273,-0.30590276,0.19535452,0.33364095,0.43473352,0.19691235,-1.1059544,0.24015846,-0.04062339,-0.20622402,-0.44523205,-0.27582604,-0.18077252,-0.12162808,0.62189635,-0.57972817,0.13539769,0.33285299,0.49863528,0.2488344,-0.63370539,0.13982438,0.46560621,0.30894717,-0.17075777,-0.074768974,-0.17701681,-0.097065361,0.016472997,0.52649006,-0.24436888,-0.10381432,0.10873738,-0.28197984,-0.4127598,-0.44883353,-0.70893098,-0.032210591,-0.35029242,0.37190472,-0.29199104,0.22020043,0.12451299,0.02150354,0.14247456,0.052941191,-4.4182047,-0.26839858,0.012085057,-0.082455517,0.17987728,-0.38300799,-0.37453593,0.064843693,0.37669671,-0.423063,0.49622534,0.2568427,0.20610814,-0.18542488,-0.11639935,-0.093166498,0.29122592,0.242653,-0.16459882,-0.15274959,-0.29783344,0.038046509,-0.35947177,-1.0544722,-0.2816272,-0.10842541,-0.68045627,0.34435471,-0.12016655,-0.21961203,-0.46036505,0.42462793,0.10410708,0.11063162,-0.059337266,0.15113183,0.26982848,-0.038599217,-0.092366881,-0.52813621,-0.2832218,0.23318132,-0.22079764,0.22609374,0.061518072,0.41071581,-0.22971605,0.033373035,0.31134517,-0.15656197,-0.79706176,-0.58477766,0.38755804,0.032636877,0.36013509,-0.28478768,-0.24746768,-0.26536023,-4.2265743,-0.34942729,-0.40895704,0.38248289,-1.6216443,-0.47290493,-1.7794008,0.13214744,0.41605305,-1.0753088,0.38031965,-0.132088,0.10390549,0.060197927,-0.09212709,0.44222016,0.13478047,0.57812666,-0.25731378,-0.65144772,0.31035309,0.05555209,0.52250505,0.24340758,-0.06828445,0.13910438,0.3518054,-0.49135298,-0.01427504,0.082214382,0.10534849,0.19987771,-1.360586,0.068057451,0.12762346,-0.16739383,0.10065763,-0.89203867,0.22894433,-2.2476422,0.055207161,0.40106781,-0.099566517,0.50673813,0.34786235,0.4235226,0.48281735,0.23357445,0.25515966,0.18122373,0.27391791,0.31305737,-0.42997236,0.59256786,0.56733023,0.66545682,0.38745672,0.16801783,-0.5929559,0.098081076,0.11264843,0.070910847,-0.47146839,-0.18897043,-0.028051863,0.19327032,-0.43181961,-0.81942016,-0.4257462,-0.18112949,-0.1542223,-1.2112758,-2.2940819,-0.2170159,-0.85319966,-0.32075426,0.21828541,0.059531816,0.026032109,0.22059069,-0.89206023,-4.1720502,-0.54910043,-0.46047164,-3.3479861,-2.8039907,-2.9817597,-0.19920681,-0.29090903,-0.047089033,-0.18862179,-0.20248972,-0.3471762,-2.0309722,-0.27556072,-0.069803189,-0.1045193,-0.26289945,0.49375932,0.17535715,-1.3802409,0.41916255,0.089838938,-0.11136728,0.16789226,0.051954509,-0.72013393,-0.1701547,0.10469582,0.54696005,-0.035690343,-0.56078955,0.19976439,0.41881487,-0.40577291,-0.97619404
-64.696368,1,2.9724373e-07,12,4095,0,66.019194,0.30629818,1.1958174,0.29851226,-0.13652289,0.40129649,-1.0379741,0.37331673,0.17657151,-0.12832682,0.23603513,0.2164483,0.29693409,0.14797164,-0.22616623,-0.64153468,0.18605531,0.2265569,0.059029411,-2.6101184,-0.38981245,0.31392153,0.043591273,0.18970861,-2.1018541,0.27206457,0.12013926,0.24382151,0.1369266,0.26759159,0.10647309,0.23472183,0.48900213,0.50076468,0.47804235,0.099152518,-0.1072732,-0.17835563,0.46473931,-0.067427759,-0.6172304,-0.14307439,-1.5123309,-0.25255536,-0.78155361,-0.049956639,-1.4144451,-2.6715117,-3.213436,0.1274389,-0.204098,-0.11479341,-0.095547666,0.43482488,0.34031677,0.258311,0.16841168,0.38824534,0.3283014,-1.5373306,-1.1577636,0.17253416,0.35694102,-0.087509653,0.034781906,0.46534932,0.16357472,0.27812564,-0.035107071,0.21336619,0.031752917,-0.34659509,-0.2264374,0.30855947,-0.10361983,0.27664648,0.45034868,-0.30673492,0.19434269,0.33284328,0.43424378,0.19592188,-1.1061062,0.23942889,-0.040451407,-0.20695954,-0.446479,-0.27693325,-0.18196989,-0.12247455,0.62094762,-0.58028934,0.13436244,0.33303848,0.49769957,0.24780849,-0.62042272,0.13876014,0.46476403,0.30798118,-0.17171383,-0.075878848,-0.178007,-0.097999454,0.015540012,0.5256302,-0.23941341,-0.10472865,0.10766768,-0.28324799,-0.41366528,-0.45015881,-0.71032077,-0.033059583,-0.35119558,0.37109423,-0.29262818,0.21924459,0.12372679,0.020835962,0.14155646,0.052160663,-4.417163,-0.26956542,0.011114377,-0.083403686,0.17881486,-0.38423763,-0.37576299,0.063827133,0.37675478,-0.42374283,0.49566371,0.25594358,0.20516685,-0.18607482,-0.11752221,-0.094090628,0.29056187,0.24192828,-0.16532802,-0.153632,-0.29848492,0.037119021,-0.3602565,-1.0549767,-0.28225505,-0.10922616,-0.68107273,0.3432691,-0.12107679,-0.22048907,-0.46114409,0.42370029,0.10307318,0.10963996,-0.060400301,0.15020468,0.26900568,-0.039684105,-0.093512536,-0.52867723,-0.28431677,0.23230806,-0.22132059,0.22523472,0.060555126,0.4098104,-0.23055456,0.032626364,0.31056017,-0.15718357,-0.79751463,-0.58518359,0.38738234,0.031876869,0.35932342,-0.28563794,-0.24847621,-0.26617481,-4.2258172,-0.35032716,-0.40935586,0.38169501,-1.6220215,-0.47421507,-1.7797277,0.13114314,0.415081,-1.0756628,0.37945965,-0.13295355,0.10317828,0.059118626,-0.093187689,0.44142145,0.13372067,0.57721784,-0.25809031,-0.65195382,0.30941857,0.054944889,0.52170407,0.24259315,-0.069389008,0.13806482,0.35108165,-0.49270712,-0.015170778,0.08129083,0.10458206,0.19899622,-1.360798,0.067253336,0.12672786,-0.16838401,0.099635736,-0.89237193,0.22795626,-2.2472852,0.056573543,0.40084545,-0.10051206,0.50593586,0.34693893,0.42280767,0.48196028,0.23260781,0.25419735,0.18028906,0.27297751,0.31214121,-0.43124991,0.59176165,0.56655125,0.66457199,0.386624,0.16716941,-0.59330241,0.096997307,0.11161507,0.069951004,-0.47273617,-0.18995157,-0.029114065,0.19263257,-0.43278562,-0.81965251,-0.42714705,-0.1815309,-0.15536816,-1.2114176,-2.2939386,-0.21480721,-0.8539465,-0.32154692,0.2173659,0.058735835,0.025048441,0.21963651,-0.89271817,-4.1711511,-0.54967569,-0.46104279,-3.347272,-2.8037778,-2.9813345,-0.19967826,-0.29219608,-0.048196845,-0.18801977,-0.20358984,-0.34841809,-2.031245,-0.27658968,-0.070934215,-0.10546204,-0.26399021,0.49284576,0.17437487,-1.3801998,0.41833984,0.089060486,-0.11241662,0.16699884,0.05120505,-0.72041744,-0.17108401,0.10381041,0.54604655,-0.036656751,-0.5611462,0.19902754,0.41793097,-0.40698429,-0.97637649
-64.73709,1,2.9724373e-07,12,4095,0,65.168225,0.3063634,1.1954604,0.29851346,-0.13688725,0.40125641,-1.0357239,0.37313731,0.17690632,-0.12828293,0.23698142,0.21708757,0.29693251,0.14774517,-0.22653654,-0.64208712,0.1860478,0.22746606,0.059245533,-2.611905,-0.39030281,0.31390963,0.043458833,0.19011883,-2.1033493,0.272646,0.12091983,0.24429569,0.13757118,0.26745966,0.10664364,0.23570113,0.48888483,0.50082419,0.47794744,0.098791725,-0.10695228,-0.17885191,0.46475646,-0.067834341,-0.61789425,-0.14349167,-1.5135245,-0.25294951,-0.78225303,-0.050300258,-1.4155445,-2.6734631,-3.2156612,0.1273407,-0.20435638,-0.11496896,-0.09552174,0.43479607,0.34015401,0.25815914,0.16866973,0.38808722,0.32805192,-1.5382942,-1.1584619,0.17264947,0.35695725,-0.087964389,0.03446167,0.4653446,0.16376155,0.27803896,-0.035341047,0.21367663,0.032132346,-0.34654542,-0.22622869,0.30855287,-0.10409224,0.27681317,0.4502293,-0.3070213,0.19456461,0.3326344,0.43476299,0.19603038,-1.1072234,0.23908716,-0.039596725,-0.20717406,-0.44638938,-0.27677655,-0.18161519,-0.12263293,0.62091303,-0.58076332,0.13451364,0.33375047,0.49760721,0.2480526,-0.61849519,0.13911146,0.4647901,0.30800906,-0.17160833,-0.075580945,-0.17787828,-0.097863703,0.015717071,0.52564897,-0.23800602,-0.10490029,0.10768652,-0.28297008,-0.41387214,-0.44996611,-0.71035389,-0.033092828,-0.35110007,0.37083418,-0.29320469,0.21904237,0.12423678,0.020600817,0.14178624,0.051960399,-4.4199556,-0.26943425,0.011041261,-0.083504229,0.17889288,-0.3840799,-0.37558331,0.063871026,0.37741803,-0.42404592,0.49613891,0.2559895,0.20493963,-0.18658413,-0.1175024,-0.094418596,0.29038541,0.24177303,-0.16573196,-0.15359382,-0.29896125,0.036972755,-0.36061501,-1.0557274,-0.2827478,-0.10956972,-0.68172056,0.34326996,-0.12133467,-0.22078779,-0.46157193,0.42368693,0.10341199,0.109824,-0.060292107,0.15063289,0.26882786,-0.039564773,-0.093388731,-0.52921408,-0.28426929,0.2321633,-0.22178636,0.22508688,0.060710369,0.40977526,-0.2308808,0.032362707,0.31039123,-0.1575539,-0.798214,-0.5858425,0.38801961,0.03163219,0.35918506,-0.2859487,-0.24843985,-0.26649695,-4.2284349,-0.350612,-0.41007744,0.38149575,-1.6230286,-0.47416025,-1.7807829,0.1312473,0.41497162,-1.0764286,0.37946576,-0.13289872,0.10289924,0.059345833,-0.093037628,0.44129347,0.13369163,0.57719794,-0.25838992,-0.65255391,0.30966929,0.054533676,0.52155091,0.24236327,-0.06910801,0.13806847,0.35079725,-0.49263241,-0.01526553,0.081717801,0.10442945,0.1993903,-1.3618845,0.066995042,0.12687559,-0.16835772,0.099974706,-0.89318021,0.22791,-2.2490502,0.057564117,0.40145697,-0.10048106,0.5058346,0.34717605,0.42257375,0.48227723,0.23277236,0.25448573,0.1804243,0.27313406,0.31244692,-0.43124424,0.5916409,0.56638139,0.66453289,0.38647749,0.16703296,-0.59398996,0.096896757,0.11195713,0.070402838,-0.47279627,-0.19016227,-0.029200851,0.19226259,-0.4330336,-0.82065334,-0.42692375,-0.18076698,-0.15501027,-1.2125547,-2.2953715,-0.21364288,-0.85444079,-0.32181781,0.21734278,0.058558908,0.024934905,0.21957995,-0.89335718,-4.1738058,-0.55022834,-0.46158282,-3.3495663,-2.8056456,-2.983353,-0.2002118,-0.29207996,-0.048272003,-0.18708048,-0.20366771,-0.34826019,-2.0324187,-0.276711,-0.07091,-0.10554324,-0.26383058,0.49274881,0.17418249,-1.3813893,0.41831421,0.08890025,-0.11221175,0.16733394,0.051040045,-0.7211317,-0.17098243,0.10426119,0.54595346,-0.036746544,-0.56195789,0.19871692,0.4178026,-0.40694605,-0.97741025
