# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = rlddm_single_subject_model
# start_datetime = 2025-09-24 07:19:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 100
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 12
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmp206dre7r/xcm0kywi.json
# init = 2 (Default)
# random
#   seed = 2026
# output
#   file = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmp206dre7r/rlddm_single_subjectlrlyt_e4/rlddm_single_subject-20250924031921_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = --filename-in-msg=rlddm_single_subject.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a,t0,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110,log_lik.111,log_lik.112,log_lik.113,log_lik.114,log_lik.115,log_lik.116,log_lik.117,log_lik.118,log_lik.119,log_lik.120,log_lik.121,log_lik.122,log_lik.123,log_lik.124,log_lik.125,log_lik.126,log_lik.127,log_lik.128,log_lik.129,log_lik.130,log_lik.131,log_lik.132,log_lik.133,log_lik.134,log_lik.135,log_lik.136,log_lik.137,log_lik.138,log_lik.139,log_lik.140,log_lik.141,log_lik.142,log_lik.143,log_lik.144,log_lik.145,log_lik.146,log_lik.147,log_lik.148,log_lik.149,log_lik.150,log_lik.151,log_lik.152,log_lik.153,log_lik.154,log_lik.155,log_lik.156,log_lik.157,log_lik.158,log_lik.159,log_lik.160,log_lik.161,log_lik.162,log_lik.163,log_lik.164,log_lik.165,log_lik.166,log_lik.167,log_lik.168,log_lik.169,log_lik.170,log_lik.171,log_lik.172,log_lik.173,log_lik.174,log_lik.175,log_lik.176,log_lik.177,log_lik.178,log_lik.179,log_lik.180,log_lik.181,log_lik.182,log_lik.183,log_lik.184,log_lik.185,log_lik.186,log_lik.187,log_lik.188,log_lik.189,log_lik.190,log_lik.191,log_lik.192,log_lik.193,log_lik.194,log_lik.195,log_lik.196,log_lik.197,log_lik.198,log_lik.199,log_lik.200,log_lik.201,log_lik.202,log_lik.203,log_lik.204,log_lik.205,log_lik.206,log_lik.207,log_lik.208,log_lik.209,log_lik.210,log_lik.211,log_lik.212,log_lik.213,log_lik.214,log_lik.215,log_lik.216,log_lik.217,log_lik.218,log_lik.219,log_lik.220,log_lik.221,log_lik.222,log_lik.223,log_lik.224,log_lik.225,log_lik.226,log_lik.227,log_lik.228,log_lik.229,log_lik.230,log_lik.231,log_lik.232,log_lik.233,log_lik.234,log_lik.235,log_lik.236,log_lik.237,log_lik.238,log_lik.239,log_lik.240,log_lik.241,log_lik.242,log_lik.243,log_lik.244,log_lik.245,log_lik.246,log_lik.247,log_lik.248,log_lik.249,log_lik.250,log_lik.251,log_lik.252,log_lik.253,log_lik.254,log_lik.255,log_lik.256,log_lik.257,log_lik.258,log_lik.259,log_lik.260,log_lik.261,log_lik.262,log_lik.263,log_lik.264,log_lik.265,log_lik.266,log_lik.267,log_lik.268,log_lik.269,log_lik.270,log_lik.271,log_lik.272,log_lik.273,log_lik.274,log_lik.275,log_lik.276,log_lik.277,log_lik.278,log_lik.279,log_lik.280,log_lik.281,log_lik.282,log_lik.283,log_lik.284,log_lik.285,log_lik.286,log_lik.287,log_lik.288,log_lik.289,log_lik.290,log_lik.291,log_lik.292
# Adaptation terminated
# Step size = 1.89984e-07
# Elements of inverse mass matrix:
# 1, 0, 0
# 0, 1, 0
# 0, 0, 1
-550.18981,1,1.8998419e-07,12,4095,0,550.25169,0.42513434,0.6162691,0.33497493,-2.807534,-0.78053482,-5.6177782,-1.3981913,1.090538,-0.32655682,1.5212265,1.7718748,-0.75812454,-1.7874994,-2.8704487,-4.1799779,-0.90957285,1.4762488,0.67406684,-11.803873,-3.6564933,-0.7618439,-1.5990637,1.2688134,-9.9532337,1.7287678,1.2162441,1.5020043,1.0187081,-1.2725806,0.54135414,1.5577985,-0.90454101,-0.39051339,-0.82328875,-2.4200646,0.75800919,-3.3312271,-0.5877674,-2.8165705,-4.5827697,-3.0892787,-7.9593809,-3.0448502,-4.9835953,-2.6173084,-7.4796545,-12.656378,-14.491946,-1.3098877,-2.3982773,-1.9565114,-0.28972823,-0.62579197,-1.3208717,-1.3470903,0.81181353,-1.3375896,-1.7439165,-6.9695746,-5.3986238,0.40202664,-0.68382189,-3.0608625,-2.3356819,-0.4918591,0.63857966,-1.1628021,-2.164671,1.0234589,1.1139124,-0.15610807,0.42633363,-0.74393336,-3.2134765,0.71885876,-0.99688906,-2.7047347,0.81396359,-1.4958737,1.7784293,0.45787119,-7.0467576,-2.0949252,1.1576037,-2.4188245,-0.19586386,0.052342872,0.78769838,-2.0185034,-0.3889545,-3.9421716,0.53850215,1.3118498,-0.76032608,0.98192635,-0.2594253,1.1877463,-0.56137446,-0.6940104,-0.11677697,0.70758406,-0.017496402,0.053309637,0.33697963,-0.46973898,1.4855917,-1.9802476,-0.93911047,0.49724994,-2.5707954,0.12342391,-0.57938988,-1.5017381,-0.40292937,-1.564044,-3.7165409,-1.5018681,1.3977597,-2.1994919,0.66191083,-1.9468897,-18.418993,0.030662103,-1.4566908,-1.7058371,-0.66428398,0.027057674,0.090523226,-0.98684983,1.295031,-3.0816043,1.783085,-0.77684835,-1.617301,-3.3361145,-0.13707472,-2.4112949,-1.6054886,-1.5584446,-2.9175063,-0.39642019,-3.4160143,-1.6734073,-3.0625731,-5.5839337,-3.4635929,-2.5949074,-4.5804157,-0.60201172,-2.2611943,-2.570223,-3.4250318,-0.65392781,1.0415682,0.55528582,0.14321398,1.32125,-1.4825156,0.22750613,0.22322885,-4.0684958,-0.28517861,-1.3927306,-3.3927714,-1.4254727,0.36906421,-0.76289345,-2.7046543,-2.1811663,-1.4261974,-2.9078296,-5.0571387,-4.6463086,1.9160362,-2.1125651,-1.2325263,-2.7355126,-0.36267192,-2.767973,-17.296012,-2.7095015,-4.5568223,-1.4009788,-7.3384031,-0.25440006,-7.7669863,0.35829068,-0.91755219,-5.779936,-0.73051285,-0.3282705,-2.1239348,0.69519339,0.21772805,-1.0808581,-1.0517012,-0.44903423,-2.7201457,-4.4860536,1.0113169,-2.7117031,-1.0313074,-1.6827929,0.66717086,-0.96270363,-1.7585624,-0.18924911,-1.615328,1.1780788,-1.720599,1.2240873,-7.3227257,-2.050757,0.37895209,-0.31835989,1.0194357,-5.6499702,-1.0135598,-11.263392,1.4241732,1.8978085,-0.27018126,-0.90169155,1.0150618,-1.5133752,1.4083895,0.6596713,1.0605297,0.46479647,0.67644754,1.1622276,-0.37558602,-0.82576725,-1.0373867,-0.39806474,-1.1961928,-1.4929825,-4.806854,-1.2942709,1.0719781,1.3034332,-0.60736556,-2.1676757,-1.4721544,-2.346046,-2.6690979,-6.174051,0.28349437,0.89774521,0.79935772,-7.2930359,-10.134092,1.3869555,-4.2663255,-2.7163399,-1.0156338,-1.836115,-1.537752,-1.0805098,-4.8462527,-17.452532,-4.115318,-3.9427162,-14.919781,-12.340003,-13.252495,-3.6140498,0.081767213,-1.4199548,1.1749541,-1.6780361,0.097011299,-8.5518416,-1.9875227,-1.1458493,-1.6693691,0.067455052,-0.80541837,-1.5362587,-7.9256725,-0.80120357,-1.7566573,0.34988177,1.0045518,-1.8532485,-5.1507585,-0.14987333,1.2599317,-0.71053126,-1.5796625,-5.0950622,-2.0609965,-1.040427,-0.32874821,-6.5759531
-550.64349,1,1.8998419e-07,12,4095,0,551.21854,0.42509468,0.61612445,0.33500564,-2.8093014,-0.78135041,-5.6916166,-1.3993748,1.0906011,-0.32720432,1.5217795,1.7722855,-0.75887102,-1.7887507,-2.8721585,-4.1822724,-0.91033139,1.476803,0.6739839,-11.809755,-3.6586481,-0.76258252,-1.6001624,1.2689612,-9.9582997,1.7291309,1.2167791,1.5022784,1.019164,-1.273604,0.54114673,1.5583579,-0.90545237,-0.39119856,-0.82414455,-2.4217084,0.75801925,-3.3332744,-0.58853936,-2.8183609,-4.5853406,-3.0912228,-7.9635519,-3.0466999,-4.9862999,-2.6190003,-7.4835617,-12.662807,-14.49922,-1.3108403,-2.3997181,-1.9577378,-0.29033791,-0.62649428,-1.321971,-1.3481345,0.81168218,-1.3387534,-1.7452779,-6.9730765,-5.4013803,0.40169133,-0.68460067,-3.0627894,-2.3372228,-0.49250583,0.63837702,-1.1637952,-2.1661038,1.0234365,1.1140936,-0.15648909,0.42623596,-0.74467336,-3.2155069,0.7186453,-0.9978441,-2.7063424,0.81387615,-1.4970701,1.778755,0.45757211,-7.0505687,-2.0964222,1.1581147,-2.4203654,-0.196274,0.051986393,0.78775607,-2.0198219,-0.38962026,-3.9444322,0.53828787,1.312325,-0.76115052,0.98191992,-0.27003031,1.1879427,-0.56212073,-0.69472211,-0.11727624,0.70755068,-0.01793771,0.052867656,0.33665451,-0.47045022,1.485854,-1.9815063,-0.93985666,0.49718212,-2.5722771,0.12319176,-0.57994572,-1.5028312,-0.40356541,-1.5652914,-3.7187362,-1.5029791,1.3980108,-2.2009942,0.66172189,-1.9482194,-18.427966,0.030334376,-1.4576982,-1.7069538,-0.66491336,0.02675099,0.090246701,-0.9876266,1.2954956,-3.0834271,1.7833768,-0.7776271,-1.6184617,-3.3381469,-0.13753,-2.4127697,-1.6067724,-1.559669,-2.9193092,-0.39708008,-3.4180591,-1.6745404,-3.0643433,-5.5868726,-3.4656712,-2.5965203,-4.5829232,-0.60264443,-2.2625922,-2.5717605,-3.4269652,-0.65468257,1.0416613,0.555072,0.14287071,1.3214939,-1.4836766,0.22720826,0.22296225,-4.0708402,-0.28569185,-1.3938212,-3.3948683,-1.4265847,0.36875354,-0.76370409,-2.7062695,-2.1826414,-1.4273585,-2.9096743,-5.059936,-4.6489799,1.916409,-2.1140024,-1.2335958,-2.7371231,-0.36326631,-2.769624,-17.304379,-2.7110684,-4.5594851,-1.4021446,-7.3421148,-0.2548224,-7.7708883,0.35797241,-0.91840103,-5.7830575,-0.73132097,-0.32891476,-2.1254211,0.69509493,0.21742792,-1.0818874,-1.0525049,-0.44973815,-2.7217965,-4.4885822,1.0112533,-2.7135034,-1.0323286,-1.6840519,0.66710932,-0.96348012,-1.7599269,-0.1896208,-1.616457,1.1782064,-1.7218587,1.2241975,-7.3265889,-2.0521605,0.37859542,-0.31895395,1.0195158,-5.6530748,-1.0144031,-11.269168,1.4247496,1.8981952,-0.27077704,-0.90264374,1.014978,-1.5146353,1.4084728,0.6594589,1.0605468,0.46447687,0.67620562,1.1622623,-0.37607496,-0.82670015,-1.0384275,-0.39877086,-1.1972389,-1.4941182,-4.8096184,-1.2951778,1.0720786,1.3036982,-0.6079607,-2.1689787,-1.473128,-2.3476877,-2.670596,-6.1774613,0.28336695,0.89825141,0.79938485,-7.296946,-10.139239,1.3875656,-4.268578,-2.7179698,-1.0165179,-1.837409,-1.5388016,-1.0814085,-4.8488171,-17.461083,-4.1176675,-3.9450046,-14.927234,-12.346092,-13.259102,-3.6162718,0.081491945,-1.4208888,1.1755672,-1.679064,0.096716819,-8.556089,-1.9887083,-1.146636,-1.6704897,0.067090695,-0.80626888,-1.5373418,-7.9298944,-0.80206722,-1.7579252,0.34962902,1.0045186,-1.8545722,-5.1536813,-0.15040644,1.2600952,-0.71134984,-1.5807262,-5.0979723,-2.0624644,-1.0413896,-0.32923144,-6.5795502
-551.44793,0.88611661,1.8998419e-07,12,4095,0,552.86542,0.42505794,0.6159053,0.33490483,-2.8138984,-0.78450393,-5.4286997,-1.4030947,1.08878,-0.3301002,1.5210536,1.7710036,-0.76192522,-1.7925743,-2.8766844,-4.1876891,-0.91341844,1.4760108,0.67193194,-11.820611,-3.6638322,-0.76562934,-1.6037619,1.2672698,-9.967905,1.7277722,1.2156931,1.5007753,1.0178326,-1.2770768,0.53891307,1.5577719,-0.90875671,-0.39414761,-0.82736304,-2.4261237,0.75610163,-3.3382988,-0.59162228,-2.8229951,-4.5911606,-3.0960892,-7.9717953,-3.0514226,-4.9923343,-2.6234839,-7.4914138,-12.67448,-14.512167,-1.314222,-2.4038444,-1.96154,-0.29318089,-0.62948459,-1.3255576,-1.3516438,0.80956905,-1.3424454,-1.7492788,-6.9803435,-5.4075196,0.39925566,-0.68769033,-3.0676336,-2.3414808,-0.49540896,0.63615212,-1.1672168,-2.1701954,1.0214881,1.1124319,-0.15901172,0.42414008,-0.74771801,-3.2205134,0.71638898,-1.0012137,-2.7107126,0.81182326,-1.5008065,1.7773297,0.45519155,-7.0582747,-2.1006211,1.1569571,-2.4246165,-0.19883444,0.04952435,0.78590178,-2.0237438,-0.39255174,-3.9497753,0.53604235,1.3111971,-0.76432152,0.9799891,-0.22493033,1.1863064,-0.56516613,-0.6977261,-0.11994801,0.7055716,-0.020521503,0.050284733,0.33424739,-0.47344473,1.4880627,-1.9853518,-0.94293045,0.49513488,-2.5764704,0.12089356,-0.58273491,-1.506404,-0.40643803,-1.5691091,-3.7239872,-1.5065888,1.3964711,-2.2051874,0.65951761,-1.9521586,-18.443513,0.027902339,-1.4611636,-1.7105857,-0.6678063,0.024347595,0.087889127,-0.99074287,1.294343,-3.0881114,1.7818928,-0.78072285,-1.62215,-3.3431493,-0.14014982,-2.4169444,-1.6106438,-1.5634424,-2.9239618,-0.39999781,-3.4230771,-1.6781935,-3.0689648,-5.593268,-3.4707406,-2.600893,-4.5886595,-0.60553875,-2.2666491,-2.5760296,-3.4318351,-0.6577433,1.0398775,0.55282977,0.14042526,1.3199338,-1.4873559,0.22483059,0.22062643,-4.0763107,-0.28839654,-1.3973934,-3.3999661,-1.4301881,0.36636569,-0.76685009,-2.7106537,-2.186795,-1.4310379,-2.9143839,-5.0660948,-4.6549457,1.915072,-2.1180982,-1.2371358,-2.7415033,-0.36608488,-2.7740592,-17.319016,-2.7153884,-4.565462,-1.4058371,-7.3496893,-0.25740608,-7.7787514,0.35556664,-0.92161534,-5.7897056,-0.7344584,-0.33180722,-2.1295904,0.69302696,0.21504882,-1.0853698,-1.0556671,-0.45272429,-2.7262245,-4.4943337,1.009232,-2.7181637,-1.0358088,-1.6878813,0.66508969,-0.96659504,-1.7639328,-0.19213435,-1.6200919,1.1764857,-1.7256822,1.2224501,-7.3343658,-2.0562067,0.37613153,-0.32177192,1.0177125,-5.6596994,-1.0176114,-11.279862,1.4240483,1.8968763,-0.27359863,-0.90601233,1.0129174,-1.5184888,1.4066551,0.65721049,1.0586529,0.46206584,0.6739033,1.1603933,-0.3787586,-0.83005057,-1.0419497,-0.40176838,-1.2007457,-1.4977562,-4.8157304,-1.2985006,1.0703086,1.3021654,-0.61080732,-2.1729036,-1.4765541,-2.3521175,-2.6748247,-6.1845843,0.28121595,0.89680294,0.79749711,-7.3047969,-10.148958,1.3873619,-4.2739467,-2.7223676,-1.0197759,-1.8412869,-1.542331,-1.0846939,-4.8546509,-17.475975,-4.1231482,-3.9503916,-14.940453,-12.35727,-13.271044,-3.6215734,0.079132176,-1.4242583,1.1746323,-1.6825822,0.094339981,-8.5644787,-1.9924606,-1.1497864,-1.6741178,0.064621105,-0.80947993,-1.5409199,-7.938232,-0.80529139,-1.7617624,0.34732969,1.0025581,-1.8584907,-5.1600307,-0.15312648,1.2584292,-0.71451389,-1.5842764,-5.10432,-2.0666134,-1.044769,-0.33190168,-6.586938
-551.59435,0.87478322,1.8998419e-07,12,4095,0,552.98032,0.42507816,0.61581102,0.33514074,-2.8122435,-0.78222766,-6.043893,-1.4010345,1.0916298,-0.32770071,1.5237012,1.7740548,-0.75960008,-1.7905983,-2.8750047,-4.1863837,-0.91109894,1.4787546,0.67467476,-11.821662,-3.662429,-0.76330675,-1.6016718,1.2701764,-9.9684069,1.7308047,1.2187921,1.5037547,1.0210576,-1.2749429,0.54158312,1.5602283,-0.90654297,-0.39176455,-0.82511715,-2.4243755,0.75892715,-3.3368245,-0.58930106,-2.8213572,-4.590037,-3.0945411,-7.9717119,-3.0498197,-4.9913074,-2.6217808,-7.4911698,-12.675861,-14.514103,-1.3120384,-2.4019745,-1.9595241,-0.29076972,-0.62714733,-1.323466,-1.3495317,0.81231335,-1.3403657,-1.7473212,-6.9798086,-5.4064865,0.40186217,-0.68537405,-3.0660803,-2.3396872,-0.49303041,0.63884088,-1.1650543,-2.1683212,1.0242983,1.11536,-0.15644354,0.42690161,-0.74538953,-3.2190072,0.71909306,-0.99902723,-2.7089433,0.81457144,-1.4987746,1.7803498,0.45781477,-7.05794,-2.0987774,1.1601352,-2.4227966,-0.19627249,0.05211431,0.78877196,-2.0217802,-0.39017879,-3.9484298,0.5387067,1.3142046,-0.76205575,0.98278838,-0.32285823,1.1892309,-0.56283457,-0.69538281,-0.11746072,0.70836311,-0.017994409,0.05281355,0.33685352,-0.47109076,1.4855336,-1.9833599,-0.94059039,0.49792827,-2.5745954,0.12358951,-0.58024781,-1.5042818,-0.40402593,-1.567102,-3.7226215,-1.5045169,1.3994415,-2.2033543,0.66221384,-1.9502267,-18.446583,0.030500463,-1.4590035,-1.7084918,-0.66538984,0.026977456,0.09054019,-0.98841785,1.29735,-3.0864749,1.7849134,-0.77841017,-1.620117,-3.3416719,-0.13765529,-2.4151134,-1.6086457,-1.5614233,-2.9223331,-0.39761728,-3.4216042,-1.67613,-3.0673143,-5.5923798,-3.4692909,-2.5991494,-4.5875016,-0.60314904,-2.2647574,-2.5742266,-3.4302895,-0.65542618,1.04274,0.55550024,0.14299737,1.3228902,-1.4853072,0.22743155,0.22324952,-4.075028,-0.28592425,-1.3952991,-3.3985114,-1.4281061,0.3689776,-0.76457049,-2.7089048,-2.1849494,-1.4289805,-2.912768,-5.0651092,-4.6538695,1.9181231,-2.1162267,-1.2350185,-2.7397449,-0.3636618,-2.7723283,-17.321678,-2.7135885,-4.5643592,-1.4037793,-7.3492906,-0.25484942,-7.7784691,0.35816609,-0.91938014,-5.7889206,-0.73216755,-0.32940912,-2.1277419,0.69577017,0.21765448,-1.0832114,-1.0533774,-0.45036801,-2.7244875,-4.4931726,1.0120268,-2.7165042,-1.0336377,-1.6858977,0.66786181,-0.9642814,-1.7619815,-0.18953957,-1.6180044,1.179387,-1.723689,1.2253354,-7.334081,-2.054316,0.37873494,-0.31935164,1.0205659,-5.6589173,-1.0153563,-11.280808,1.4267272,1.8999208,-0.27117908,-0.90380051,1.015713,-1.5164583,1.4095711,0.65989606,1.0614733,0.46469355,0.67659588,1.1632366,-0.37625775,-0.82781559,-1.0397747,-0.3994057,-1.1986186,-1.4956858,-4.8147092,-1.296283,1.0731798,1.3051459,-0.60838208,-2.1709361,-1.4743651,-2.3503415,-2.6729628,-6.1839576,0.28398722,0.90036594,0.80034794,-7.304538,-10.149487,1.3893977,-4.2725833,-2.7206067,-1.0175355,-1.8393185,-1.5402036,-1.0824697,-4.8535116,-17.478746,-4.1218708,-3.9490763,-14.942511,-12.358455,-13.272554,-3.6201877,0.081773241,-1.4220343,1.1777455,-1.680401,0.0969831,-8.5644146,-1.9903866,-1.1474457,-1.6720121,0.067208677,-0.80723056,-1.5388381,-7.9381611,-0.80303608,-1.7597763,0.34998136,1.0053674,-1.856535,-5.1591128,-0.15065555,1.2613531,-0.71224088,-1.5821492,-5.1033844,-2.064756,-1.04259,-0.32939957,-6.5864549
