participant_id,trial_id,state1,state2,rt,choice,choice2,reward
1,1,0,1,0.6674991316325167,1,0,1.0
1,2,0,1,0.957499131632517,0,0,0.0
1,3,0,1,0.6964991316325168,0,1,0.0
1,4,0,1,1.365499131632498,1,0,1.0
1,5,0,1,0.39149913163251654,1,0,0.0
1,6,0,1,0.997499131632517,1,1,0.0
1,7,0,1,0.6184991316325167,0,1,0.0
1,8,0,1,0.5984991316325167,1,0,1.0
1,9,0,1,1.094499131632517,1,0,1.0
1,10,0,0,0.973499131632517,1,0,1.0
1,11,0,1,0.7424991316325168,1,0,1.0
1,12,0,1,1.1094991316325171,0,0,1.0
1,13,0,0,0.46549913163251655,1,0,0.0
1,14,0,0,0.29649913163251645,1,1,0.0
1,15,0,0,1.339499131632501,0,1,1.0
1,16,0,1,0.5154991316325166,0,0,1.0
1,17,0,0,0.3264991316325165,0,1,1.0
1,18,0,1,0.45849913163251654,1,0,1.0
1,19,0,1,0.38749913163251654,1,0,1.0
1,20,0,1,1.265499131632509,1,0,0.0
1,21,0,0,0.5404991316325166,1,1,1.0
1,22,0,0,0.5434991316325166,0,1,1.0
1,23,0,1,1.031499131632517,1,0,1.0
1,24,0,1,0.47449913163251656,1,0,0.0
1,25,0,1,0.48049913163251656,1,0,1.0
1,26,0,0,0.41349913163251656,0,1,0.0
1,27,0,1,0.44449913163251653,1,0,0.0
1,28,0,0,2.287499131632397,1,0,0.0
1,29,0,0,0.28149913163251644,0,0,1.0
1,30,0,1,0.4394991316325166,1,1,0.0
1,31,0,0,1.022499131632517,0,1,1.0
1,32,0,1,0.5294991316325166,0,0,1.0
1,33,0,1,0.6924991316325168,1,0,1.0
1,34,0,1,0.8484991316325169,1,0,1.0
1,35,0,0,0.4364991316325166,0,1,1.0
1,36,0,1,0.45549913163251654,1,0,1.0
1,37,0,1,0.3474991316325165,1,0,1.0
1,38,0,1,0.6964991316325168,1,0,0.0
1,39,0,0,0.6184991316325167,1,1,1.0
1,40,0,1,0.8534991316325169,1,0,0.0
1,41,0,0,0.30349913163251646,0,0,0.0
1,42,0,0,0.7934991316325168,0,1,1.0
1,43,0,0,0.42149913163251657,0,1,0.0
1,44,0,0,0.5024991316325166,0,1,1.0
1,45,0,1,0.6014991316325167,1,0,1.0
1,46,0,0,0.7684991316325168,0,1,0.0
1,47,0,1,0.30849913163251647,1,0,1.0
1,48,0,0,0.954499131632517,0,1,1.0
1,49,0,0,1.7094991316324601,0,1,1.0
1,50,0,0,0.7354991316325168,1,1,1.0
1,51,0,1,0.5834991316325167,1,0,1.0
1,52,0,0,0.5894991316325167,0,1,1.0
1,53,0,0,0.47249913163251656,0,1,1.0
1,54,0,1,0.5114991316325166,1,0,1.0
1,55,0,0,0.28449913163251644,1,1,1.0
1,56,0,1,0.6124991316325167,0,0,1.0
1,57,0,0,0.2524991316325164,0,1,1.0
1,58,0,1,0.5934991316325167,1,0,1.0
1,59,0,1,0.4974991316325166,1,0,1.0
1,60,0,1,0.30649913163251646,1,0,0.0
1,61,0,1,1.4944991316324838,1,1,0.0
1,62,0,0,1.193499131632517,0,0,0.0
1,63,0,0,0.5144991316325166,0,1,1.0
1,64,0,1,0.5134991316325166,1,0,0.0
1,65,0,1,0.8324991316325169,1,1,0.0
1,66,0,0,0.3314991316325165,0,1,1.0
1,67,0,0,0.38749913163251654,1,1,1.0
1,68,0,1,0.3614991316325165,1,0,0.0
1,69,0,0,0.3294991316325165,0,1,1.0
1,70,0,1,0.3484991316325165,1,0,1.0
1,71,0,1,0.46749913163251655,1,0,1.0
1,72,0,1,1.1014991316325171,0,0,1.0
1,73,0,0,0.5704991316325166,0,1,0.0
1,74,0,1,0.5954991316325167,1,0,1.0
1,75,0,0,0.6414991316325167,0,1,1.0
1,76,0,1,0.27749913163251644,1,0,0.0
