# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = rlddm_single_subject_model
# start_datetime = 2025-09-24 09:28:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 100
#     num_warmup = 100
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.995
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmphpdpvfzn/qvh9kxbh.json
# init = /var/folders/s0/k9fg8kp94xl307gydfsd9gf00000gq/T/tmphpdpvfzn/gng8lekn_2.json
# random
#   seed = 2026
# output
#   file = /Users/jy4657/Desktop/Repositories/tst-stan/cmdstan_tmp/rlddm_single_subject-20250924052831_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = --filename-in-msg=rlddm_single_subject.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a,t0,scaler_param,scaler,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110,log_lik.111,log_lik.112,log_lik.113,log_lik.114,log_lik.115,log_lik.116,log_lik.117,log_lik.118,log_lik.119,log_lik.120,log_lik.121,log_lik.122,log_lik.123,log_lik.124,log_lik.125,log_lik.126,log_lik.127,log_lik.128,log_lik.129,log_lik.130,log_lik.131,log_lik.132,log_lik.133,log_lik.134,log_lik.135,log_lik.136,log_lik.137,log_lik.138,log_lik.139,log_lik.140,log_lik.141,log_lik.142,log_lik.143,log_lik.144,log_lik.145,log_lik.146,log_lik.147,log_lik.148,log_lik.149,log_lik.150,log_lik.151,log_lik.152,log_lik.153,log_lik.154,log_lik.155,log_lik.156,log_lik.157,log_lik.158,log_lik.159,log_lik.160,log_lik.161,log_lik.162,log_lik.163,log_lik.164,log_lik.165,log_lik.166,log_lik.167,log_lik.168,log_lik.169,log_lik.170,log_lik.171,log_lik.172,log_lik.173,log_lik.174,log_lik.175,log_lik.176,log_lik.177,log_lik.178,log_lik.179,log_lik.180,log_lik.181,log_lik.182,log_lik.183,log_lik.184,log_lik.185,log_lik.186,log_lik.187,log_lik.188,log_lik.189,log_lik.190,log_lik.191,log_lik.192,log_lik.193,log_lik.194,log_lik.195,log_lik.196,log_lik.197,log_lik.198,log_lik.199,log_lik.200,log_lik.201,log_lik.202,log_lik.203,log_lik.204,log_lik.205,log_lik.206,log_lik.207,log_lik.208,log_lik.209,log_lik.210,log_lik.211,log_lik.212,log_lik.213,log_lik.214,log_lik.215,log_lik.216,log_lik.217,log_lik.218,log_lik.219,log_lik.220,log_lik.221,log_lik.222,log_lik.223,log_lik.224,log_lik.225,log_lik.226,log_lik.227,log_lik.228,log_lik.229,log_lik.230,log_lik.231,log_lik.232,log_lik.233,log_lik.234,log_lik.235,log_lik.236,log_lik.237,log_lik.238,log_lik.239,log_lik.240,log_lik.241,log_lik.242,log_lik.243,log_lik.244,log_lik.245,log_lik.246,log_lik.247,log_lik.248,log_lik.249,log_lik.250,log_lik.251,log_lik.252,log_lik.253,log_lik.254,log_lik.255,log_lik.256,log_lik.257,log_lik.258,log_lik.259,log_lik.260,log_lik.261,log_lik.262,log_lik.263,log_lik.264,log_lik.265,log_lik.266,log_lik.267,log_lik.268,log_lik.269,log_lik.270,log_lik.271,log_lik.272,log_lik.273,log_lik.274,log_lik.275,log_lik.276,log_lik.277,log_lik.278,log_lik.279,log_lik.280,log_lik.281,log_lik.282,log_lik.283,log_lik.284,log_lik.285,log_lik.286,log_lik.287,log_lik.288,log_lik.289,log_lik.290,log_lik.291,log_lik.292
# Adaptation terminated
# Step size = 6.73537e-07
# Elements of inverse mass matrix:
# 1, 0, 0, 0
# 0, 1, 0, 0
# 0, 0, 1, 0
# 0, 0, 0, 1
-3.1273394,1,6.7353693e-07,15,32767,0,4.4593237,0.20649102,1.4366839,0.24738541,0.51041476,0.5,-0.12924915,0.24099746,-0.48072919,0.18330299,0.54215235,0.32802609,0.58118291,0.57009172,0.19960482,0.085410675,-0.14992963,-0.42300987,0.14483828,0.58832034,0.49772732,-1.7931433,-0.29598943,0.2102898,0.037587895,0.53702777,-1.4475372,0.60261848,0.5406127,0.59092484,0.54950147,0.16409507,0.50203833,0.58824818,0.28922601,0.27605262,0.29171144,0.017841818,0.39885456,-0.16278027,0.24860231,-0.078974466,-0.43540012,-0.17010262,-1.0623134,-0.18228287,-0.54705655,-0.084764547,-1.0006883,-1.9007969,-2.2658832,0.10323856,-0.11372396,-0.049558315,0.36758317,0.28600949,0.18942856,0.1618963,0.50911122,0.17968421,0.13869931,-0.97767746,-0.71257127,0.52246814,0.21250517,-0.11286109,-0.0071378543,0.30407611,0.52468736,0.1539968,-0.046515562,0.53848377,0.50224442,0.29684897,0.37043817,0.21165358,-0.1445888,0.58354965,0.25682771,-0.19059692,0.55424591,0.1791415,0.68757776,0.55894985,-0.79733925,0.12565467,0.4061591,-0.16964732,0.20658493,0.27947738,0.35936311,-0.090604326,0.38802284,-0.42730996,0.53095148,0.64713386,0.31766959,0.60814393,-0.32820397,0.57830384,0.23997823,0.18177158,0.30412249,0.40034837,0.30975364,0.34300328,0.40886974,0.28582271,0.37262352,-0.062838554,0.092827716,0.30547858,-0.25902827,0.20314087,0.066439711,-0.054876186,0.18396561,0.23120811,-0.20612282,0.16770968,0.48758536,-0.062460303,0.4722705,-0.013669961,-3.0670231,0.29128809,0.0078155007,-0.055038247,0.11890667,0.22687835,0.22795001,0.031881815,0.69643975,-0.32363869,0.75140109,0.12563604,0.15886221,-0.14036885,0.41315176,-0.022735396,0.092174575,0.08116557,-0.11561397,0.29659914,-0.21500012,0.019562995,-0.24641544,-0.7194874,-0.21278317,-0.070325051,-0.45052828,0.25967228,-0.053388544,-0.12094775,-0.28662795,0.25983054,0.51770826,0.4945834,0.41164577,0.55161319,0.14445369,0.43025157,0.41300062,-0.39537025,0.28304208,0.1366643,-0.22291069,0.12874011,0.45307842,0.24082927,-0.14085191,-0.016694319,0.15523535,-0.15626224,-0.5697987,-0.45939494,0.63761657,-0.014138212,0.19315176,-0.17478001,0.286093,-0.17092419,-2.8528016,-0.19873676,-0.34099376,0.20520516,-1.0642824,0.2130361,-1.1699834,0.52088626,0.27219055,-0.76287648,0.20509631,0.31172884,0.029365844,0.49536906,0.38153565,0.24322135,0.1130336,0.34799388,-0.18224535,-0.47886805,0.60709181,-0.023960377,0.29688954,0.13574068,0.40590587,0.10593849,0.18675115,0.20101387,-0.01746976,0.47347533,0.021617106,0.53239659,-0.95234742,0.029062218,0.4671229,0.3381977,0.50082335,-0.66392753,0.15335147,-1.5987476,0.48460484,0.66312528,0.36555209,0.27853803,0.62324471,0.21437675,0.7093979,0.5656827,0.58484649,0.524517,0.58154218,0.60888226,0.23805866,0.33358486,0.31736654,0.39196643,0.21646286,0.087409767,-0.48436808,0.11267975,0.52637942,0.51668112,0.21621057,-0.084777094,0.024274703,0.066108398,-0.23887094,-0.59848996,0.24364435,0.35050556,0.36504804,-0.87091482,-1.5941242,0.34816798,-0.54326634,-0.21979738,0.12507956,0.0043905091,0.032920323,0.14047271,-0.57518839,-2.870104,-0.39723035,-0.34605331,-2.3494679,-1.8997794,-2.058839,-0.22144195,0.32660555,0.029192677,0.37987657,-0.075815918,0.27616745,-1.3225761,-0.14030277,-0.0072663785,-0.057932878,0.2881983,0.30334318,0.13609993,-1.0487375,0.21707799,0.017352815,0.36715435,0.49997333,-0.012027505,-0.5814422,0.3046098,0.48743112,0.33767039,-0.012752896,-0.42819611,0.095744032,0.25497211,0.22993357,-0.7181145
-2.6658593,1,6.7353693e-07,15,32767,0,3.8956219,0.20646787,1.4265954,0.24788642,0.50599555,0.5,-0.13155547,0.24421144,-0.45540665,0.18397908,0.55229515,0.33233976,0.59916308,0.58492023,0.20354414,0.085755896,-0.15193404,-0.42804334,0.14882545,0.60602657,0.50612422,-1.8183768,-0.30038132,0.21415545,0.039404438,0.54832865,-1.4681903,0.61662193,0.55732883,0.60350081,0.56468183,0.16592588,0.50931087,0.60652084,0.29132743,0.28044894,0.29423405,0.01569855,0.40886264,-0.16711201,0.25235762,-0.081797208,-0.44236472,-0.17345549,-1.0781166,-0.18497698,-0.5545625,-0.086723959,-1.014901,-1.929304,-2.2989067,0.10580936,-0.11385059,-0.048337739,0.3718457,0.28973272,0.19059737,0.16347965,0.51748745,0.18059655,0.13821762,-0.9891208,-0.71970022,0.52848243,0.21635336,-0.11652945,-0.0084656807,0.308227,0.53206274,0.15626598,-0.046693031,0.54788384,0.51363468,0.30318518,0.37917403,0.21556598,-0.14875186,0.59055898,0.25878714,-0.19147345,0.56251716,0.17958648,0.70067734,0.56502054,-0.81186674,0.12394828,0.42358635,-0.16986961,0.21334011,0.28651872,0.37008139,-0.089627898,0.39162271,-0.43172917,0.53795327,0.66277033,0.3202806,0.61698141,-0.30441022,0.58941421,0.24395285,0.18609532,0.30980323,0.409907,0.31592602,0.34906395,0.41569539,0.28981148,0.39450484,-0.061738145,0.097210531,0.31505309,-0.25858299,0.21161517,0.072676099,-0.052158156,0.1892605,0.23088306,-0.21152963,0.16867802,0.50042517,-0.062948906,0.48014249,-0.013263868,-3.1091075,0.29830868,0.010544592,-0.052825012,0.12419506,0.23451,0.23588082,0.036435937,0.71151686,-0.32527021,0.76375706,0.12989613,0.1594205,-0.14481098,0.41820422,-0.023728981,0.092660492,0.082097276,-0.11836624,0.30090153,-0.21904031,0.021185501,-0.24833323,-0.72785662,-0.21709828,-0.071963423,-0.45707559,0.26403057,-0.053508955,-0.12177796,-0.28961666,0.26346051,0.5281052,0.50190881,0.41790401,0.56366911,0.1453671,0.43681372,0.41987484,-0.40064497,0.28847269,0.13816209,-0.22711391,0.13013589,0.45972337,0.24409714,-0.14215758,-0.017336546,0.15617238,-0.15888992,-0.57765173,-0.46675675,0.65206213,-0.014489968,0.1946109,-0.17586079,0.2909309,-0.17228205,-2.8914771,-0.19935823,-0.34906604,0.20577343,-1.0767611,0.21957875,-1.1833356,0.52691901,0.27469618,-0.77209997,0.20871811,0.31615391,0.028448012,0.50378343,0.3884335,0.24479597,0.11675117,0.35160273,-0.183432,-0.48513426,0.61563021,-0.027050174,0.29816733,0.13587722,0.41514479,0.11002037,0.18584962,0.20804408,-0.015395579,0.48488929,0.022554697,0.54331768,-0.96638464,0.02866932,0.47340792,0.34273079,0.51117638,-0.67360814,0.1566356,-1.62396,0.50326659,0.67739186,0.36994401,0.28055341,0.63151534,0.21422529,0.71920834,0.57269224,0.59422313,0.53077399,0.58829702,0.6184691,0.2437995,0.33540284,0.31837122,0.39530406,0.21791305,0.08888313,-0.49227128,0.11545562,0.53687331,0.5291582,0.2210866,-0.08403065,0.027063498,0.063742814,-0.23878911,-0.61103489,0.25282694,0.36737143,0.3755779,-0.88578845,-1.6144124,0.36870748,-0.54735014,-0.22059105,0.12839151,0.0050880975,0.035128923,0.14347137,-0.58151385,-2.9098284,-0.40259147,-0.35121231,-2.3834746,-1.9260997,-2.0880374,-0.22664369,0.33382994,0.032264226,0.39860146,-0.072892526,0.28372936,-1.3377756,-0.13824409,-0.0027105483,-0.055592154,0.29518263,0.3058363,0.13734482,-1.0648104,0.22018192,0.018218204,0.37478275,0.50956713,-0.011372993,-0.58998211,0.31005755,0.49924422,0.34024024,-0.010347945,-0.43775475,0.094487442,0.25684279,0.23583868,-0.73135492
-3.3806908,1,6.7353693e-07,15,32767,0,4.5671827,0.20936745,1.4322367,0.24684522,0.50300201,0.5,-0.13206495,0.24064131,-0.45883376,0.18277228,0.54547287,0.32861113,0.59169331,0.57660064,0.19894358,0.083449456,-0.1533589,-0.42800103,0.14382021,0.59805282,0.49941773,-1.8068391,-0.29993378,0.20969155,0.035889991,0.54142192,-1.4594146,0.60847037,0.54815722,0.59565727,0.55562405,0.16286337,0.5038692,0.59928449,0.28885915,0.27672043,0.29121016,0.015626088,0.40105191,-0.16631119,0.24920788,-0.082077132,-0.4408587,-0.17248544,-1.071559,-0.18594225,-0.55251376,-0.086960818,-1.0087773,-1.9147824,-2.2821853,0.10174048,-0.11662823,-0.051949327,0.36771903,0.28536766,0.18833941,0.16041689,0.51211847,0.17961314,0.13829485,-0.98686085,-0.72010782,0.52463125,0.21219872,-0.11566531,-0.0094798555,0.30382561,0.52690154,0.15323614,-0.048639568,0.54201256,0.50505762,0.29635739,0.37101434,0.21086709,-0.14717416,0.58649594,0.2564452,-0.19393199,0.55673852,0.17802089,0.69386522,0.5606436,-0.80503748,0.12357929,0.41433505,-0.17157756,0.2069765,0.28063601,0.36174895,-0.092434263,0.38791752,-0.43102627,0.53229312,0.65468764,0.31667079,0.61028965,-0.30922369,0.58063286,0.24129422,0.18225778,0.30569407,0.40313355,0.3113162,0.34485694,0.41129907,0.2869348,0.38740385,-0.064757783,0.09197055,0.30704571,-0.26201822,0.20399312,0.066213635,-0.05538354,0.18542785,0.22906774,-0.21119696,0.16494402,0.49326248,-0.063135813,0.47591699,-0.01441498,-3.0868802,0.29271356,0.0070173686,-0.056153564,0.11918682,0.22834257,0.2296292,0.032000916,0.70291542,-0.32559873,0.75648554,0.12663898,0.15574671,-0.14503448,0.41208655,-0.026948509,0.092721275,0.081398287,-0.11983422,0.29805094,-0.21962358,0.018490159,-0.24919104,-0.72516763,-0.21729049,-0.074034867,-0.45662127,0.25833534,-0.05679236,-0.1246481,-0.29123637,0.25939245,0.52052751,0.49647139,0.41240785,0.55549008,0.14317696,0.43109628,0.41363927,-0.3995482,0.28322223,0.13523755,-0.22575137,0.12731761,0.45497537,0.24070013,-0.14428308,-0.018610183,0.15446834,-0.15906921,-0.57544822,-0.4641193,0.64500944,-0.015993199,0.19239909,-0.17805405,0.28628721,-0.17418658,-2.8731128,-0.20239023,-0.34510696,0.20436058,-1.0731956,0.21271753,-1.1793878,0.52219073,0.27110691,-0.76892542,0.2054235,0.31279844,0.027157464,0.49695977,0.38302045,0.24258542,0.11196044,0.34799394,-0.18497458,-0.48338568,0.61028277,-0.026358462,0.29644345,0.13381087,0.40839446,0.1052068,0.18540052,0.20107692,-0.018740754,0.47769532,0.020741564,0.53683335,-0.96097879,0.026531535,0.46979051,0.33796691,0.5042983,-0.66953553,0.15260272,-1.6109242,0.49497712,0.67012945,0.36571607,0.27835209,0.626746,0.21390421,0.71437075,0.56801567,0.5879739,0.52655464,0.58427157,0.61253818,0.23759462,0.33378833,0.31747853,0.39246612,0.21563589,0.086196732,-0.48873256,0.11045256,0.52922049,0.52034704,0.2151549,-0.087892406,0.022031313,0.064539734,-0.24284128,-0.60452854,0.24389917,0.3563507,0.36753113,-0.87916233,-1.6050705,0.35949276,-0.54838323,-0.22246732,0.12476447,0.0031614782,0.031354753,0.13973785,-0.58097825,-2.8899661,-0.40162163,-0.35019144,-2.3661938,-1.9143166,-2.0741712,-0.2241628,0.32656831,0.026533428,0.38747763,-0.079113561,0.27637225,-1.3333815,-0.14352983,-0.0094675627,-0.059908999,0.28916443,0.30271086,0.13384116,-1.0559903,0.21753167,0.016261593,0.3689194,0.50377785,-0.013177371,-0.58590096,0.30579293,0.4918613,0.33710473,-0.014301453,-0.43356135,0.093551587,0.25383569,0.23009853,-0.72519114
